Id,SalePrice
1461,123242.76092366489
1462,159245.8048016783
1463,182125.50365690017
1464,190367.926954103
1465,183472.19019612652
1466,176110.98870119223
1467,175661.73665348228
1468,171151.42530923375
1469,176288.99605984142
1470,125443.57894163392
1471,206593.33334291755
1472,94297.16480078995
1473,95830.81981474235
1474,150900.7117367084
1475,125193.826218839
1476,335073.8622763336
1477,246108.74688605146
1478,282091.5271821037
1479,260952.09266598333
1480,367556.40954228456
1481,323933.7451878099
1482,202515.09849710256
1483,176043.8559193761
1484,165822.8084311735
1485,173375.6673647712
1486,192691.6892098093
1487,308230.24674296
1488,229042.78117913485
1489,199934.12807104446
1490,212028.60093019748
1491,188782.69109017658
1492,90680.82094700968
1493,178757.73965570293
1494,291808.3457541325
1495,302134.1285594399
1496,238352.64427638316
1497,185210.83727564572
1498,158592.4272151414
1499,157490.31303658045
1500,156863.65573806316
1501,173455.09327345423
1502,157017.1755038403
1503,301111.8425045199
1504,230443.1435322027
1505,221126.0259430505
1506,181489.07569946337
1507,234527.6547956495
1508,197486.1849062383
1509,163304.38177999525
1510,145014.61987119925
1511,141020.38214096567
1512,167265.67342707925
1513,138497.20923905124
1514,167247.33165528765
1515,186903.45582419162
1516,152620.75028722803
1517,159867.87467383145
1518,124541.2539215831
1519,226635.09585722827
1520,136440.57353489974
1521,135062.31004864303
1522,161601.06425734318
1523,112394.31815741358
1524,125183.3062856838
1525,122015.17919632883
1526,120876.31153717909
1527,100237.9061356674
1528,132717.20574157577
1529,147530.02682724327
1530,168735.7195689456
1531,116120.85509589652
1532,106930.95114908322
1533,143872.00820621083
1534,117522.91299833228
1535,157973.52502885443
1536,110227.31974903442
1537,70628.393406241
1538,158425.14912885975
1539,199287.35012419743
1540,100501.86078274969
1541,146900.25347386053
1542,144369.1023629998
1543,229055.96362219407
1544,81148.36265140347
1545,106095.02646794319
1546,122665.4130801178
1547,135547.86185880043
1548,137110.32069883653
1549,111866.40196758456
1550,139903.32275023306
1551,115816.60808467481
1552,128712.242139959
1553,143724.47363572888
1554,113286.16370521321
1555,170868.58777397717
1556,84818.1263423474
1557,116223.05867848363
1558,92694.7860864883
1559,99293.22357918342
1560,138116.7473027603
1561,149396.67290690687
1562,128804.52744422367
1563,119645.54657324456
1564,160834.95146018625
1565,143638.65864253495
1566,234499.6736753057
1567,68050.84345167295
1568,234283.69933712983
1569,154540.73733439375
1570,135023.56540831184
1571,120798.9783648862
1572,150546.95274176958
1573,247644.23943162133
1574,112650.9594248475
1575,212115.25085919496
1576,224008.78627072176
1577,192322.66156261432
1578,142857.64673601973
1579,145024.92778104552
1580,193202.311230396
1581,147016.689282346
1582,130201.367465546
1583,328710.8447285861
1584,234517.33464371585
1585,142044.87812061395
1586,81917.47587354096
1587,97274.43812655043
1588,147177.54718794732
1589,103153.18449299992
1590,132868.55216080675
1591,101661.84208003958
1592,118627.83267714464
1593,120990.10715776337
1594,130772.50156515856
1595,116193.22421060997
1596,241836.32606881333
1597,177099.9089031401
1598,191091.69191884366
1599,168209.9758984277
1600,166955.63900797252
1601,84168.77531876638
1602,110425.10888017254
1603,87878.54450512907
1604,281450.69386398094
1605,245692.54737596144
1606,172095.49743547212
1607,155670.53925393167
1608,216141.22751562123
1609,188096.1334241046
1610,160102.8475292437
1611,140135.17666203555
1612,162349.69814089985
1613,164777.96084816745
1614,121844.58724929488
1615,92307.94829241621
1616,76200.35346602465
1617,87616.14233144208
1618,124710.57182736474
1619,133417.20847561685
1620,150014.74123545716
1621,136032.32494082992
1622,142956.31664417166
1623,284464.25536622154
1624,216514.03392288776
1625,119515.40596379619
1626,163213.84614918331
1627,185909.4274170083
1628,266886.51327071583
1629,174068.3790281297
1630,336858.81161939574
1631,206028.65424561314
1632,239307.5296748562
1633,168315.22923005474
1634,187824.3957724887
1635,178693.50710368546
1636,156463.17251682753
1637,186294.62425583147
1638,187096.9279580222
1639,176269.6302328879
1640,259958.36258084982
1641,174391.45993243172
1642,228239.04004248593
1643,220867.31577756512
1644,225818.43720634232
1645,188480.32549948237
1646,158243.0048338923
1647,151816.05578470058
1648,134858.27749496407
1649,141329.0288985273
1650,119903.33126759315
1651,121864.93003582358
1652,96954.01449003321
1653,97300.29160571247
1654,150484.1715485754
1655,145696.33307736384
1656,146880.34020761173
1657,152224.1312568744
1658,149725.8684751992
1659,129033.34174611219
1660,150240.29627033256
1661,373672.49894974043
1662,362763.8585141347
1663,364194.27285642416
1664,380009.83405953576
1665,296294.5002425443
1666,324969.49261231604
1667,364758.0050664843
1668,330033.16426896834
1669,294878.73145634786
1670,340135.5230438449
1671,274046.95026113465
1672,365532.5925825578
1673,286677.7521479643
1674,243260.28383321225
1675,189496.81405093905
1676,191959.2009590637
1677,219767.13352771255
1678,353556.23396822886
1679,371466.75973916554
1680,338694.35025305033
1681,239350.78971141178
1682,320938.0876244352
1683,182257.00197585617
1684,170243.95015213694
1685,172103.48759124693
1686,167714.5522853057
1687,167037.03473700013
1688,186909.06429912098
1689,185899.94685205066
1690,183225.06863571162
1691,176006.96276755742
1692,250286.75276730725
1693,168318.4001502984
1694,182975.03339456482
1695,167455.1229097442
1696,280355.5193093007
1697,171814.4424208999
1698,339410.22858479945
1699,316271.42377058766
1700,249420.832899748
1701,273869.3244553797
1702,254966.67631469763
1703,262307.51746720163
1704,294990.7564833455
1705,223670.44760508847
1706,366266.5684306389
1707,218449.89274484458
1708,218092.93573703757
1709,258637.81326319178
1710,219649.85050743446
1711,252304.63312441795
1712,257344.16071114808
1713,267149.12562006235
1714,224838.66538401452
1715,201772.8625562972
1716,184048.60322595618
1717,173943.44658180754
1718,134845.69187740487
1719,201444.71585620535
1720,237785.55928786978
1721,166031.62826365893
1722,123711.36854914486
1723,156811.26086606237
1724,212115.03086354092
1725,237734.95237090084
1726,190536.07716468084
1727,165446.04999643462
1728,180960.75387594634
1729,163949.7577648146
1730,152142.0066924974
1731,120655.24239908312
1732,132765.89362169552
1733,114007.84317042597
1734,121959.87674270119
1735,136707.05131790007
1736,117289.454976713
1737,308868.7712073583
1738,224110.68192135092
1739,267621.64046737115
1740,212437.12310900146
1741,190477.72803940557
1742,171541.22812879444
1743,169991.93928330997
1744,298842.9206249655
1745,223208.66567652798
1746,183764.3933284271
1747,208760.82211801532
1748,218074.49672713265
1749,156522.71172128373
1750,133728.26410290704
1751,235535.04982911603
1752,119651.54384008938
1753,138940.3048153925
1754,188023.9954542471
1755,171119.84745415061
1756,127776.44249329012
1757,118852.49856358243
1758,146330.1472597134
1759,162045.57729317233
1760,164814.5006613553
1761,134814.34148076706
1762,174012.67578477328
1763,170600.57493343254
1764,116011.50253232312
1765,170106.48880605403
1766,172031.92057420898
1767,214001.68849252808
1768,145053.38842144323
1769,163828.38127979913
1770,145733.7258154538
1771,129081.05399399802
1772,136670.93350960882
1773,132710.8031994194
1774,116650.45967697605
1775,135147.78557641833
1776,118714.03665646573
1777,113395.87235511803
1778,134547.09829095073
1779,113262.08051488292
1780,170734.57837132263
1781,129565.43147687288
1782,95556.12991003026
1783,139638.18008902605
1784,102514.27597920872
1785,110490.1355815844
1786,125885.8582656397
1787,159657.76675169618
1788,76373.59325693818
1789,88910.4508513631
1790,88924.91260133208
1791,160184.2411709962
1792,158337.56546426844
1793,131479.56623788795
1794,144532.02961287292
1795,136841.11714187186
1796,115500.1836298858
1797,111817.73768724395
1798,122278.35764871527
1799,117209.12432941253
1800,127827.65355261255
1801,130421.88321308298
1802,120365.75012611749
1803,146215.86960262604
1804,143154.17000138713
1805,137113.80237736786
1806,120912.87221248065
1807,129369.90091619773
1808,115001.22311225279
1809,123927.36800397722
1810,143727.6326715643
1811,111247.88441006398
1812,101369.39226411187
1813,124321.12584155337
1814,91147.34531130728
1815,65379.98957952824
1816,95385.46089909722
1817,104965.13518492511
1818,134568.32922341677
1819,121247.47786007938
1820,70661.12240346502
1821,107998.21208245787
1822,146803.39019595383
1823,63304.358384070976
1824,139923.4644389291
1825,134771.74972766996
1826,98409.79161196484
1827,102545.1001857241
1828,142389.57296920495
1829,109730.65342626319
1830,138179.6600468539
1831,150445.7521636295
1832,98181.56009563217
1833,140348.83639267282
1834,121255.1922193396
1835,143419.26743907292
1836,127617.76442957032
1837,97672.73972037116
1838,126276.9659098264
1839,91819.78725616135
1840,158280.2814006874
1841,153091.8630974941
1842,80925.99585244866
1843,132230.09142780534
1844,134664.0671887201
1845,137779.09021229148
1846,153149.49457447833
1847,158838.942180389
1848,74341.02217217481
1849,107160.34385199958
1850,117954.30567092267
1851,155782.9882821171
1852,128413.01490936855
1853,136174.35934517565
1854,170913.63836806684
1855,145810.53092135992
1856,221029.56256141045
1857,148493.77568224998
1858,137678.9820444005
1859,117681.89554007308
1860,150461.15598911187
1861,116719.90747894117
1862,260235.94075926006
1863,258816.06135024986
1864,258972.3501268914
1865,320640.0459732705
1866,329567.61096233805
1867,233591.8116689639
1868,303256.03783032333
1869,209796.03508310724
1870,234318.01522783033
1871,235449.05677787637
1872,169382.41692516263
1873,238801.28686244818
1874,140978.85698019917
1875,200786.6398075266
1876,197089.34059986818
1877,207521.97335418692
1878,203753.6794825719
1879,128723.74012116248
1880,138674.89663135706
1881,239468.9444924864
1882,251433.85297229333
1883,197016.06320247645
1884,207869.6656415606
1885,244611.0012963332
1886,296603.49613353895
1887,204979.82691361086
1888,267098.15562350175
1889,161329.6291340997
1890,130279.09386066522
1891,141015.38774238326
1892,105598.37656565999
1893,134287.9255965409
1894,119568.46601253297
1895,139060.47246565286
1896,122950.71261623339
1897,107716.82687907612
1898,103536.3053761806
1899,142704.89374408833
1900,145817.79989187725
1901,165965.155174248
1902,129577.2408686145
1903,207271.87483898006
1904,134921.18790424746
1905,192399.21913060106
1906,174853.3250707556
1907,206318.38306947358
1908,113000.82981519296
1909,139405.5600594882
1910,123274.05932002874
1911,203599.3779861873
1912,288789.18203001027
1913,141389.95430364707
1914,71890.2719027771
1915,310380.87613543717
1916,72333.28533463087
1917,256396.5157081291
1918,140281.46740716888
1919,169692.15518573346
1920,148709.70909880783
1921,380664.58660777
1922,319419.44579875824
1923,212920.4586422841
1924,228908.98509134486
1925,206507.94902433193
1926,377795.87107990944
1927,133164.3682657607
1928,157798.32997072753
1929,123117.62196226601
1930,129825.11320163083
1931,144000.73899457775
1932,139771.8016287982
1933,173691.21560288552
1934,181861.99514158047
1935,174205.01889728176
1936,184581.4974595886
1937,185553.81479504958
1938,169050.0377281161
1939,250308.17823954992
1940,184620.37970495934
1941,174316.51909548725
1942,187055.15581529753
1943,195273.9875602636
1944,325404.59999420965
1945,366748.8103808086
1946,144477.88041084213
1947,319020.97411343927
1948,169155.43407630202
1949,246178.8735138344
1950,179065.86025591198
1951,263143.19201026874
1952,228622.22649838
1953,165092.87428324533
1954,180104.50365045565
1955,133569.83484073062
1956,272282.3809564573
1957,155686.84967398312
1958,310186.3115360616
1959,137637.11188105997
1960,114133.00649554394
1961,116192.58111325928
1962,94522.56991860617
1963,100515.28604181205
1964,110752.54633969594
1965,149414.68620017546
1966,143862.69404751805
1967,290703.413364428
1968,373101.71100296325
1969,382078.27334249415
1970,362393.47288612684
1971,366746.92208659387
1972,376016.91933352035
1973,257077.87167922198
1974,330865.6950688304
1975,373308.45175293006
1976,274127.6678863477
1977,341496.0816288039
1978,333471.6112887397
1979,320381.47703023464
1980,195128.72043982396
1981,347922.4657525458
1982,228391.61492364723
1983,202537.8934558471
1984,168170.28113675767
1985,215243.032606989
1986,210517.81314583222
1987,171244.2612004754
1988,175758.68410214124
1989,188785.00553577673
1990,214699.93945176125
1991,231144.7026433901
1992,210741.16757125393
1993,169911.8389038992
1994,233386.0955606935
1995,181959.51051660447
1996,251247.89182590184
1997,296083.0180214935
1998,339814.6294333169
1999,255938.85478220144
2000,314209.90361018316
2001,266357.2581125511
2002,242411.492475039
2003,257194.2992054918
2004,263737.0366846756
2005,220531.8441963228
2006,230095.7996994546
2007,251205.84805904047
2008,206490.5581671561
2009,195389.15829141779
2010,193021.0181508617
2011,139678.64129799668
2012,175122.93251777295
2013,182555.2745721443
2014,187249.90269748133
2015,200881.61337999356
2016,198806.06709126855
2017,201522.22423402485
2018,124013.82730399402
2019,134707.487211084
2020,114191.18663436276
2021,108427.012348577
2022,181550.78624336235
2023,143420.64393323756
2024,236626.81094567207
2025,308747.37159565155
2026,177554.47151525097
2027,156235.91193749642
2028,148799.6882350889
2029,171506.65662705046
2030,269955.17842210823
2031,225738.04311511756
2032,255760.37737775786
2033,258964.60527951407
2034,164152.93415816154
2035,213125.58053815083
2036,188178.17502266774
2037,191959.2757534925
2038,266177.091707916
2039,201548.2558017905
2040,280983.78508573596
2041,284430.1661848735
2042,200227.15978254643
2043,172075.54069868953
2044,161473.70457882035
2045,218829.52349620836
2046,132413.36511121254
2047,146761.0288681416
2048,139956.86731725163
2049,126664.61069987537
2050,174291.0036581873
2051,105579.3080975261
2052,127585.37896441294
2053,149473.7891689598
2054,88943.09894776883
2055,158897.2119675102
2056,140134.3824378818
2057,119715.96330293753
2058,228237.96644356687
2059,126221.52438810132
2060,172097.25240305648
2061,174617.6374088853
2062,132061.16999349033
2063,109303.97483597003
2064,142753.33662363762
2065,118651.81927799586
2066,161451.1108169957
2067,118679.25483076967
2068,124327.86825549562
2069,87305.61395083497
2070,109749.02834300128
2071,98026.2957199203
2072,127764.25710360495
2073,139769.44087664157
2074,181774.1692474935
2075,147249.40680494995
2076,115102.70774402676
2077,152113.78626781062
2078,128369.18043618728
2079,136184.76441678757
2080,119554.01708818499
2081,120117.12668222633
2082,119645.67121981022
2083,139916.46570388455
2084,109900.94871105047
2085,120991.34832460966
2086,116410.92738136207
2087,120843.99081565047
2088,103264.47075123547
2089,75405.62675406893
2090,133893.72048337545
2091,123808.88932123707
2092,129093.84688326235
2093,122792.40246533458
2094,126966.84098779257
2095,150846.38788839788
2096,81136.77345907992
2097,97088.62992014566
2098,144076.05426819387
2099,84036.67448524856
2100,100625.37517440667
2101,122150.39101071167
2102,130065.32981095494
2103,104933.73095241563
2104,120769.3471676683
2105,127076.99597268985
2106,69544.12904141884
2107,218710.27191246068
2108,117729.22920879461
2109,111737.7727762706
2110,134149.52808966086
2111,149601.64286343913
2112,140912.04264560726
2113,119604.7608335726
2114,111209.93445689921
2115,159623.54872790544
2116,117559.12615030975
2117,152658.659806576
2118,122006.88703398837
2119,107503.13754418693
2120,115626.98891371478
2121,117257.94972621046
2122,112884.58970638755
2123,90667.80465466747
2124,164192.77641477878
2125,120603.78515373362
2126,145172.42024201437
2127,149294.60147920903
2128,124022.70777782744
2129,96643.73619710075
2130,140097.4635109421
2131,140616.74447249403
2132,120248.80801879667
2133,118917.97170800861
2134,117778.5341616859
2135,96931.16207768481
2136,82170.25930586402
2137,112020.3643908606
2138,136513.63072061675
2139,151588.85051780814
2140,141735.7902398685
2141,143996.26659624986
2142,129081.66517261315
2143,143343.7413482812
2144,106821.57247136309
2145,138746.13314373174
2146,161252.88689902937
2147,150821.06060273128
2148,131575.25858179736
2149,135638.2077888872
2150,231749.34407901086
2151,117267.70889016167
2152,180006.29271338021
2153,157087.13188826424
2154,110234.88835807267
2155,136541.13127469574
2156,246599.0124902562
2157,235538.0474115774
2158,238124.45442661588
2159,205565.37587059615
2160,170028.9620836096
2161,237996.68925116156
2162,328124.4556359392
2163,353993.07812041574
2164,238193.3243948345
2165,193529.3627441313
2166,146950.0791496772
2167,212885.55930019135
2168,207747.8624868828
2169,192001.3145053232
2170,221686.697366519
2171,148386.37170018916
2172,134812.11481158188
2173,165519.77629193442
2174,236271.34832206406
2175,291712.9415962102
2176,324477.4900072094
2177,245855.28144837305
2178,207095.76940871787
2179,142128.1266012569
2180,203402.4724602708
2181,187084.94010093345
2182,220668.2793057439
2183,195917.71794702907
2184,125093.51813627749
2185,124534.1202912078
2186,146579.75005169405
2187,156108.08156874875
2188,155074.3173714395
2189,215857.84522395782
2190,90853.78383832653
2191,92107.43809353554
2192,104413.68793338818
2193,97898.69356394425
